uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2,DO_class,is_hypoxic,decade
12910,44605,大分県605,4,44,316,605,1988,1988-06-01,1988,7,14,2,12.0,33.72555556,131.2441667,1,-1,20.6,14.0,SIS,1988,False,Summer,7.1,32.73,8.1,0.0,0.17,0.024,2.3,0.022,0.0,0.0,0.0,2.0,0.6,0.0,Normoxic (>4),False,1980
14390,44605,大分県605,4,44,316,605,1989,1989-06-01,1989,7,11,2,12.0,33.72555556,131.2441667,1,-1,23.3,14.0,SIS,1989,False,Summer,6.2,0.0,8.4,0.0,0.13,0.013,2.3,0.007,0.0,0.005,0.0,0.4,1.4,0.0,Normoxic (>4),False,1980
15870,44605,大分県605,4,44,316,605,1990,1990-06-01,1990,7,24,2,12.0,33.72555556,131.2441667,1,-1,23.0,14.0,SIS,1990,False,Summer,5.8,31.82,8.1,0.0,0.2,0.019,2.8,0.005,0.003,0.0,0.0,4.0,2.0,0.0,Normoxic (>4),False,1990
17350,44605,大分県605,4,44,316,605,1991,1991-06-01,1991,7,23,2,12.0,33.72555556,131.2441667,1,-1,21.0,14.0,SIS,1991,False,Summer,4.3,30.76,8.1,0.0,0.19,0.014,2.4,0.009,0.004,0.007,0.0,1.1,0.6,0.0,Normoxic (>4),False,1990
18830,44605,大分県605,4,44,316,605,1992,1992-06-01,1992,7,21,2,12.0,33.72555556,131.2441667,1,-1,22.5,,SIS,1992,False,Summer,8.0,33.16,8.3,0.0,0.39,0.039,3.6,0.0,0.0,0.0,0.006,14.2,2.3,0.0,Normoxic (>4),False,1990
20310,44605,大分県605,4,44,316,605,1993,1993-06-01,1993,7,13,2,12.0,33.72555556,131.2441667,1,-1,25.6,14.0,SIS,1993,False,Summer,8.1,30.45,8.3,0.0,0.24,0.019,2.8,0.006,0.0,0.0,0.0,3.6,1.3,0.0,Normoxic (>4),False,1990
21790,44605,大分県605,4,44,316,605,1994,1994-06-01,1994,7,12,2,12.0,33.72555556,131.2441667,1,-1,26.8,14.0,SIS,1994,False,Summer,7.5,32.19,8.2,0.0,0.21,0.016,2.2,0.018,0.0,0.0,0.016,2.7,0.0,0.0,Normoxic (>4),False,1990
23246,44605,大分県605,4,44,316,605,1995,1995-06-01,1995,7,17,2,12.0,33.72555556,131.2441667,1,-1,27.5,14.0,SIS,1995,False,Summer,7.4,28.91,8.4,0.0,0.34,0.026,3.4,0.032,0.0,0.0,0.016,2.9,0.0,0.0,Normoxic (>4),False,1990
24726,44605,大分県605,4,44,316,605,1996,1996-06-01,1996,7,23,2,12.0,33.72555556,131.2441667,1,-1,24.0,14.0,SIS,1996,False,Summer,8.2,32.34,8.2,0.0,0.29,0.018,2.6,0.024,0.0,0.0,0.007,5.4,0.0,0.0,Normoxic (>4),False,1990
26206,44605,大分県605,4,44,316,605,1997,1997-06-01,1997,8,4,2,12.0,33.72555556,131.2441667,1,-1,22.7,14.0,SIS,1997,False,Summer,5.0,32.69,8.1,0.0,0.18,0.019,2.1,0.019,0.025,0.009,0.004,6.0,0.0,0.0,Normoxic (>4),False,1990
27686,44605,大分県605,4,44,316,605,1998,1998-06-01,1998,7,27,2,12.0,33.72555556,131.2441667,1,-1,25.6,14.0,SIS,1998,False,Summer,6.8,31.57,8.1,0.0,0.41,0.024,2.4,0.042,0.0,0.01,0.014,1.5,0.0,0.0,Normoxic (>4),False,1990
29166,44605,大分県605,4,44,316,605,1999,1999-06-01,1999,7,22,2,12.0,33.72555556,131.2441667,1,-1,23.0,14.0,SIS,1999,False,Summer,7.1,32.32,8.1,0.0,0.2,0.009,2.0,0.02,0.0,0.031,0.004,0.7,0.0,0.0,Normoxic (>4),False,1990
30646,44605,大分県605,4,44,316,605,2000,2000-06-01,2000,7,18,2,15.3,33.72555556,131.2441667,1,-1,21.2,17.3,SIS,2000,False,Summer,6.2,32.83,8.1,0.0,0.27,0.015,3.2,0.014,0.0,0.0,0.0,2.0,0.0,0.0,Normoxic (>4),False,2000
32127,44605,大分県605,4,44,316,605,2001,2001-06-01,2001,7,17,2,12.0,33.72555556,131.2441667,1,-1,23.2,17.4,SIS,2001,False,Summer,7.2,32.22,8.2,0.0,0.17,0.01,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,Normoxic (>4),False,2000
33606,44605,大分県605,4,44,316,605,2002,2002-06-01,2002,7,18,2,12.0,33.72555556,131.2441667,1,-1,22.8,,SIS,2002,False,Summer,7.1,32.71,8.2,0.0,0.15,0.008,2.1,0.005,0.005,0.005,0.005,0.7,0.0,0.0,Normoxic (>4),False,2000
35087,44605,大分県605,4,44,316,605,2003,2003-06-01,2003,7,17,2,12.0,33.72555556,131.2441667,1,-1,20.8,,SIS,2003,False,Summer,4.2,32.64,8.3,0.0,0.21,0.014,2.9,0.011,0.013,0.016,0.0,1.9,0.0,0.0,Normoxic (>4),False,2000
36567,44605,大分県605,4,44,316,605,2004,2004-06-01,2004,7,15,2,12.0,33.72555556,131.2441667,1,-1,26.1,,SIS,2004,False,Summer,7.4,32.26,8.2,0.0,0.14,0.013,1.7,0.006,0.0,0.0,0.005,0.7,0.0,0.0,Normoxic (>4),False,2000
38046,44605,大分県605,4,44,316,605,2005,2005-06-01,2005,7,21,2,12.0,33.72555556,131.2441667,1,-1,22.1,14.0,SIS,2005,False,Summer,4.5,32.64,8.0,0.0,0.31,0.02,2.4,0.006,0.003,0.02,0.006,3.6,0.0,0.0,Normoxic (>4),False,2000
39526,44605,大分県605,4,44,316,605,2006,2006-06-01,2006,8,4,2,12.0,33.72555556,131.2441667,1,-1,23.2,14.0,SIS,2006,False,Summer,2.8,32.28,7.9,0.0,0.23,0.026,2.4,0.0,0.0,0.0,0.004,3.4,0.9,0.0,Mod. stress (2–4),False,2000
41006,44605,大分県605,4,44,316,605,2007,2007-06-01,2007,7,19,2,12.0,33.72555556,131.2441667,1,-1,23.0,,SIS,2007,False,Summer,6.5,32.1,8.1,0.0,0.18,0.013,2.4,0.005,0.005,0.016,0.005,2.4,1.1,0.0,Normoxic (>4),False,2000
42474,44605,大分県605,4,44,316,605,2008,2008-06-01,2008,7,14,2,12.0,33.72555556,131.2441667,1,-1,23.3,15.0,SIS,2008,False,Summer,9.8,32.97,8.4,0.0,0.18,0.015,2.4,0.006,0.006,0.016,0.005,1.4,2.5,0.0,Normoxic (>4),False,2000
43906,44605,大分県605,4,44,316,605,2009,2009-06-01,2009,7,21,2,12.0,33.72555556,131.2441667,1,-1,22.6,14.3,SIS,2009,False,Summer,7.0,32.9,8.4,0.0,0.1,0.009,1.9,0.0,0.0,0.01,0.004,0.7,0.5,0.0,Normoxic (>4),False,2000
45322,44605,大分県605,4,44,316,605,2010,2010-06-01,2010,7,20,2,12.0,33.72555556,131.2441667,1,-1,22.1,16.0,SIS,2010,False,Summer,7.1,32.07,8.1,0.0,0.15,0.015,2.0,0.01,0.002,0.0,0.011,1.5,0.0,0.0,Normoxic (>4),False,2010
46696,44605,大分県605,4,44,316,605,2011,2011-06-01,2011,7,28,2,12.0,33.72555556,131.2441667,1,-1,21.3,17.0,SIS,2011,False,Summer,5.7,32.1,8.1,0.0,0.19,0.022,2.1,0.0,0.0,0.0,0.009,0.8,1.0,0.0,Normoxic (>4),False,2010
47688,44605,大分県605,4,44,316,605,2012,2012-06-01,2012,7,9,2,12.0,33.72555556,131.2441667,1,-1,20.8,17.0,SIS,2012,False,Summer,4.7,31.81,8.1,0.0,0.18,0.013,2.6,0.01,0.013,0.01,0.006,0.2,0.2,0.0,Normoxic (>4),False,2010
49094,44605,大分県605,4,44,316,605,2013,2013-06-01,2013,7,17,2,12.0,33.72555556,131.2441667,1,-1,24.6,16.0,SIS,2013,False,Summer,7.1,31.42,8.2,0.0,0.3,0.004,2.4,0.02,0.002,0.01,0.004,0.6,0.4,0.0,Normoxic (>4),False,2010
50530,44605,大分県605,4,44,316,605,2014,2014-06-01,2014,7,16,2,12.0,33.72555556,131.2441667,1,-1,22.7,17.8,SIS,2014,False,Summer,6.8,31.55,8.1,0.0,0.15,0.016,1.9,0.01,0.002,0.01,0.003,0.5,1.4,0.0,Normoxic (>4),False,2010
52167,44605,大分県605,4,44,316,605,2015,2015-06-01,2015,7,23,2,12.0,33.72555556,131.2441667,1,-1,21.4,16.0,SIS,2015,False,Summer,7.1,32.14,8.0,0.0,0.16,0.012,1.7,0.01,0.002,0.01,0.005,1.2,0.5,0.0,Normoxic (>4),False,2010
54367,44605,大分県605,4,44,316,605,2016,2016-06-01,2016,7,21,2,12.0,33.72555556,131.2441667,1,-1,20.7,17.0,SIS,2016,False,Summer,5.0,32.14,7.9,0.0,0.16,0.03,2.3,0.01,0.026,0.01,0.018,1.7,6.9,0.0,Normoxic (>4),False,2010
56087,44605,大分県605,4,44,316,605,2017,2017-06-01,2017,7,19,2,12.0,33.72555556,131.2441667,1,-1,23.4,16.1,SIS,2017,False,Summer,7.2,32.26,8.1,0.0,0.11,0.003,2.1,0.01,0.002,0.01,0.003,1.0,4.3,0.0,Normoxic (>4),False,2010
58087,44605,大分県605,4,44,316,605,2018,2018-06-01,2018,7,18,2,12.0,33.72555556,131.2441667,1,-1,21.2,16.7,SIS,2018,False,Summer,4.2,32.13,8.0,0.0,0.11,0.016,1.7,0.01,0.002,0.01,0.003,0.9,0.9,0.0,Normoxic (>4),False,2010
59873,44605,大分県605,4,44,316,605,2019,2019-06-01,2019,7,23,2,12.0,33.72555556,131.2441667,1,-1,25.2,17.0,SIS,2019,False,Summer,6.3,31.92,8.1,1.6,0.07,0.015,1.1,0.01,0.002,0.01,0.005,1.3,0.8,0.0,Normoxic (>4),False,2010
64411,44605,大分県605,4,44,316,605,2020,2020-06-01,2020,7,21,2,12.0,33.72555556,131.2441667,1,-1,21.9,17.0,SIS,2020,False,Summer,6.0,30.97,8.0,1.9,0.16,0.025,2.2,0.01,0.004,0.01,0.007,1.8,2.1,0.0,Normoxic (>4),False,2020
65903,44605,大分県605,4,44,316,605,2021,2021-06-01,2021,7,19,2,12.0,33.72555556,131.2441667,1,-1,25.6,15.0,SIS,2021,False,Summer,7.0,31.75,8.1,1.7,0.12,0.01,2.4,0.01,0.002,0.01,0.003,1.4,0.6,0.0,Normoxic (>4),False,2020
67403,44605,大分県605,4,44,316,605,2022,2022-06-01,2022,7,26,2,12.0,33.72555556,131.2441667,1,-1,25.4,16.0,SIS,2022,False,Summer,7.0,32.03,8.1,1.7,0.26,0.01,2.2,0.02,0.002,0.01,0.003,0.5,0.2,0.0,Normoxic (>4),False,2020
68887,44605,大分県605,4,44,316,605,2023,2023-06-01,2023,7,19,2,12.0,33.72555556,131.2441667,1,-1,23.3,17.3,SIS,2023,False,Summer,7.5,31.68,8.1,1.6,0.17,0.016,2.0,0.02,0.002,0.01,0.004,1.5,0.6,0.0,Normoxic (>4),False,2020
2575,44677,大分県677,4,44,317,677,1981,1981-06-01,1981,8,5,2,50.0,33.28111111,132.1108333,1,-1,21.8,82.0,SIS,1981,False,Summer,6.5,33.17,8.3,0.0,0.1,0.027,0.7,0.002,0.016,0.042,0.009,0.1,0.5,0.0,Normoxic (>4),False,1980
4054,44677,大分県677,4,44,317,677,1982,1982-06-01,1982,7,14,2,50.0,33.28111111,132.1108333,1,-1,19.9,,SIS,1982,False,Summer,6.9,33.78,8.3,0.0,0.07,0.018,1.0,0.005,0.02,0.012,0.009,0.5,0.0,0.0,Normoxic (>4),False,1980
5532,44677,大分県677,4,44,317,677,1983,1983-06-01,1983,8,2,2,50.0,33.28111111,132.1108333,1,-1,22.5,,SIS,1983,False,Summer,6.6,33.78,8.2,0.0,0.21,0.017,1.0,0.008,0.012,0.015,0.01,0.8,0.7,0.0,Normoxic (>4),False,1980
7010,44677,大分県677,4,44,317,677,1984,1984-06-01,1984,7,10,2,50.0,33.28111111,132.1108333,1,-1,19.7,,SIS,1984,False,Summer,7.0,33.84,8.3,0.0,0.0,0.016,1.3,0.003,0.019,0.006,0.008,0.4,0.3,0.0,Normoxic (>4),False,1980
8490,44677,大分県677,4,44,317,677,1985,1985-06-01,1985,7,11,2,50.0,33.28111111,132.1108333,1,-1,19.5,,SIS,1985,False,Summer,6.6,33.64,8.3,0.0,0.15,0.018,1.7,0.0,0.012,0.068,0.013,0.8,0.0,0.0,Normoxic (>4),False,1980
9968,44677,大分県677,4,44,317,677,1986,1986-06-01,1986,7,15,2,50.0,33.28111111,132.1108333,1,-1,19.8,55.0,SIS,1986,False,Summer,6.3,33.57,8.2,0.0,0.3,0.019,1.2,0.0,0.027,0.092,0.013,0.3,0.8,0.0,Normoxic (>4),False,1980
11444,44677,大分県677,4,44,317,677,1987,1987-06-01,1987,7,13,2,50.0,33.28111111,132.1108333,1,-1,20.7,82.0,SIS,1987,False,Summer,6.7,33.96,8.2,0.0,0.19,0.015,1.1,0.0,0.011,0.037,0.011,1.2,0.0,0.0,Normoxic (>4),False,1980
12918,44677,大分県677,4,44,317,677,1988,1988-06-01,1988,7,14,2,50.0,33.28111111,132.1108333,1,-1,19.5,82.0,SIS,1988,False,Summer,6.6,33.58,8.1,0.0,0.15,0.019,1.6,0.016,0.009,0.053,0.011,0.8,0.0,0.0,Normoxic (>4),False,1980
14398,44677,大分県677,4,44,317,677,1989,1989-06-01,1989,7,11,2,50.0,33.28111111,132.1108333,1,-1,19.8,82.0,SIS,1989,False,Summer,6.7,0.0,8.3,0.0,0.09,0.011,1.1,0.0,0.011,0.038,0.009,0.3,0.4,0.0,Normoxic (>4),False,1980
15878,44677,大分県677,4,44,317,677,1990,1990-06-01,1990,7,24,2,50.0,33.28111111,132.1108333,1,-1,21.2,82.0,SIS,1990,False,Summer,6.4,33.58,8.2,0.0,0.19,0.019,1.4,0.005,0.013,0.05,0.013,0.3,0.3,0.0,Normoxic (>4),False,1990
17358,44677,大分県677,4,44,317,677,1991,1991-06-01,1991,7,23,2,50.0,33.28111111,132.1108333,1,-1,20.1,82.0,SIS,1991,False,Summer,6.5,33.64,8.1,0.0,0.18,0.014,1.6,0.0,0.012,0.056,0.0,0.3,0.2,0.0,Normoxic (>4),False,1990
18838,44677,大分県677,4,44,317,677,1992,1992-06-01,1992,7,21,2,50.0,33.28111111,132.1108333,1,-1,20.6,,SIS,1992,False,Summer,6.6,34.03,8.2,0.0,0.42,0.017,1.4,0.0,0.013,0.045,0.013,0.4,0.3,0.0,Normoxic (>4),False,1990
20318,44677,大分県677,4,44,317,677,1993,1993-06-01,1993,7,13,2,50.0,33.28111111,132.1108333,1,-1,18.6,82.0,SIS,1993,False,Summer,6.6,34.01,8.1,0.0,0.17,0.02,1.6,0.0,0.009,0.061,0.015,0.4,0.5,0.0,Normoxic (>4),False,1990
21798,44677,大分県677,4,44,317,677,1994,1994-06-01,1994,7,12,2,50.0,33.28111111,132.1108333,1,-1,21.1,82.0,SIS,1994,False,Summer,6.9,34.05,8.1,0.0,0.14,0.019,1.6,0.018,0.012,0.012,0.013,1.2,0.0,0.0,Normoxic (>4),False,1990
23254,44677,大分県677,4,44,317,677,1995,1995-06-01,1995,7,17,2,50.0,33.28111111,132.1108333,1,-1,20.9,82.0,SIS,1995,False,Summer,7.7,33.67,8.2,0.0,0.16,0.029,1.8,0.01,0.012,0.025,0.024,0.7,0.0,0.0,Normoxic (>4),False,1990
24734,44677,大分県677,4,44,317,677,1996,1996-06-01,1996,7,23,2,50.0,33.28111111,132.1108333,1,-1,21.0,82.0,SIS,1996,False,Summer,6.7,33.73,8.1,0.0,0.32,0.019,1.6,0.019,0.018,0.029,0.012,0.5,0.0,0.0,Normoxic (>4),False,1990
26214,44677,大分県677,4,44,317,677,1997,1997-06-01,1997,7,28,2,50.0,33.28111111,132.1108333,1,-1,21.9,82.0,SIS,1997,False,Summer,6.7,33.79,8.1,0.0,0.16,0.014,1.2,0.012,0.01,0.035,0.008,0.4,0.0,0.0,Normoxic (>4),False,1990
27694,44677,大分県677,4,44,317,677,1998,1998-06-01,1998,7,27,2,50.0,33.28111111,132.1108333,1,-1,21.9,82.0,SIS,1998,False,Summer,6.9,33.58,8.1,0.0,0.35,0.013,1.2,0.018,0.014,0.05,0.011,0.3,0.0,0.0,Normoxic (>4),False,1990
29174,44677,大分県677,4,44,317,677,1999,1999-06-01,1999,7,22,2,50.0,33.28111111,132.1108333,1,-1,21.3,82.0,SIS,1999,False,Summer,6.3,33.64,8.1,0.0,0.26,0.013,1.8,0.018,0.012,0.047,0.009,0.2,0.0,0.0,Normoxic (>4),False,1990
30654,44677,大分県677,4,44,317,677,2000,2000-06-01,2000,7,18,2,50.0,33.28111111,132.1108333,1,-1,20.6,65.0,SIS,2000,False,Summer,6.7,33.7,8.2,0.0,0.21,0.012,1.5,0.0,0.007,0.039,0.007,1.8,0.0,0.0,Normoxic (>4),False,2000
32135,44677,大分県677,4,44,317,677,2001,2001-06-01,2001,7,17,2,50.0,33.28111111,132.1108333,1,-1,20.1,67.0,SIS,2001,False,Summer,6.0,33.94,8.1,0.0,0.19,0.012,1.6,0.0,0.0,0.0,0.004,0.3,0.0,0.0,Normoxic (>4),False,2000
33614,44677,大分県677,4,44,317,677,2002,2002-06-01,2002,7,18,2,50.0,33.28111111,132.1108333,1,-1,20.9,,SIS,2002,False,Summer,6.6,33.71,8.1,0.0,0.2,0.013,1.4,0.005,0.005,0.067,0.009,0.8,0.0,0.0,Normoxic (>4),False,2000
35095,44677,大分県677,4,44,317,677,2003,2003-06-01,2003,7,17,2,50.0,33.28111111,132.1108333,1,-1,20.7,,SIS,2003,False,Summer,6.9,33.7,8.4,0.0,0.17,0.015,1.2,0.012,0.012,0.019,0.0,0.2,0.0,0.0,Normoxic (>4),False,2000
36575,44677,大分県677,4,44,317,677,2004,2004-06-01,2004,7,23,2,50.0,33.28111111,132.1108333,1,-1,22.3,,SIS,2004,False,Summer,6.5,33.86,8.1,0.0,0.17,0.017,1.3,0.0,0.004,0.015,0.006,1.6,0.0,0.0,Normoxic (>4),False,2000
38054,44677,大分県677,4,44,317,677,2005,2005-06-01,2005,7,21,2,50.0,33.28111111,132.1108333,1,-1,20.3,80.0,SIS,2005,False,Summer,5.8,33.86,8.1,0.0,0.22,0.018,1.5,0.005,0.002,0.019,0.009,0.5,0.0,0.0,Normoxic (>4),False,2000
39534,44677,大分県677,4,44,317,677,2006,2006-06-01,2006,8,4,2,50.0,33.28111111,132.1108333,1,-1,21.5,69.0,SIS,2006,False,Summer,6.3,33.53,8.2,0.0,0.19,0.012,1.5,0.0,0.0,0.0,0.005,0.2,0.2,0.0,Normoxic (>4),False,2000
41014,44677,大分県677,4,44,317,677,2007,2007-06-01,2007,7,19,2,50.0,33.28111111,132.1108333,1,-1,20.4,68.0,SIS,2007,False,Summer,6.0,33.7,8.1,0.0,0.16,0.012,2.2,0.007,0.006,0.012,0.007,0.6,0.5,0.0,Normoxic (>4),False,2000
42482,44677,大分県677,4,44,317,677,2008,2008-06-01,2008,7,14,2,50.0,33.28111111,132.1108333,1,-1,20.7,68.0,SIS,2008,False,Summer,6.3,33.77,8.2,0.0,0.17,0.012,0.9,0.0074,0.006,0.013,0.008,0.2,0.3,0.0,Normoxic (>4),False,2000
43914,44677,大分県677,4,44,317,677,2009,2009-06-01,2009,7,21,2,50.0,33.28111111,132.1108333,1,-1,20.5,82.0,SIS,2009,False,Summer,6.5,33.98,8.3,0.0,0.1,0.01,1.2,0.0,0.0,0.01,0.005,0.6,0.2,0.0,Normoxic (>4),False,2000
45312,44677,大分県677,4,44,317,677,2010,2010-06-01,2010,7,20,2,50.0,33.28111111,132.1108333,1,-1,20.1,68.0,SIS,2010,False,Summer,6.4,33.65,8.2,0.0,0.12,0.011,1.0,0.0,0.011,0.01,0.011,0.8,0.0,0.0,Normoxic (>4),False,2010
46766,44677,大分県677,4,44,317,677,2011,2011-06-01,2011,7,28,2,50.0,33.28111111,132.1108333,1,-1,20.5,67.6,SIS,2011,False,Summer,6.4,33.7,8.2,0.0,0.11,0.016,1.1,0.0,0.0,0.0,0.01,0.4,0.0,0.0,Normoxic (>4),False,2010
47678,44677,大分県677,4,44,317,677,2012,2012-06-01,2012,7,9,2,50.0,33.28111111,132.1108333,1,-1,20.3,71.0,SIS,2012,False,Summer,6.9,33.18,8.2,0.0,0.1,0.008,1.4,0.01,0.004,0.02,0.003,0.1,0.2,0.0,Normoxic (>4),False,2010
49096,44677,大分県677,4,44,317,677,2013,2013-06-01,2013,7,17,2,50.0,33.28111111,132.1108333,1,-1,22.1,70.1,SIS,2013,False,Summer,6.7,33.61,8.2,0.0,0.23,0.004,1.5,0.01,0.018,0.01,0.004,0.2,0.5,0.0,Normoxic (>4),False,2010
50532,44677,大分県677,4,44,317,677,2014,2014-06-01,2014,7,15,2,50.0,33.28111111,132.1108333,1,-1,20.2,88.7,SIS,2014,False,Summer,6.7,33.6,8.1,0.0,0.14,0.012,1.2,0.01,0.006,0.02,0.003,0.6,0.4,0.0,Normoxic (>4),False,2010
52157,44677,大分県677,4,44,317,677,2015,2015-06-01,2015,7,23,2,50.0,33.28111111,132.1108333,1,-1,20.0,71.0,SIS,2015,False,Summer,6.8,33.51,8.1,0.0,0.11,0.011,1.3,0.01,0.009,0.03,0.009,0.3,0.4,0.0,Normoxic (>4),False,2010
54357,44677,大分県677,4,44,317,677,2016,2016-06-01,2016,7,21,2,50.0,33.28111111,132.1108333,1,-1,20.7,80.0,SIS,2016,False,Summer,6.6,33.43,8.1,0.0,0.11,0.012,1.3,0.01,0.008,0.03,0.007,0.1,1.1,0.0,Normoxic (>4),False,2010
56077,44677,大分県677,4,44,317,677,2017,2017-06-01,2017,7,19,2,50.0,33.28111111,132.1108333,1,-1,22.2,70.0,SIS,2017,False,Summer,6.8,33.78,8.1,0.0,0.1,0.006,2.5,0.01,0.01,0.01,0.003,0.2,1.2,0.0,Normoxic (>4),False,2010
58077,44677,大分県677,4,44,317,677,2018,2018-06-01,2018,7,18,2,50.0,33.28111111,132.1108333,1,-1,20.4,68.0,SIS,2018,False,Summer,6.5,33.47,8.0,0.0,0.1,0.013,1.1,0.01,0.007,0.03,0.007,0.1,1.1,0.0,Normoxic (>4),False,2010
59863,44677,大分県677,4,44,317,677,2019,2019-06-01,2019,7,23,2,50.0,33.28111111,132.1108333,1,-1,21.8,69.0,SIS,2019,False,Summer,5.9,33.34,8.0,1.0,0.1,0.012,1.1,0.01,0.011,0.02,0.006,0.2,0.7,0.0,Normoxic (>4),False,2010
64401,44677,大分県677,4,44,317,677,2020,2020-06-01,2020,7,21,2,50.0,33.28111111,132.1108333,1,-1,19.5,66.5,SIS,2020,False,Summer,6.7,33.27,8.0,1.0,0.12,0.017,1.2,0.01,0.004,0.05,0.011,0.1,1.2,0.0,Normoxic (>4),False,2020
65893,44677,大分県677,4,44,317,677,2021,2021-06-01,2021,7,29,2,50.0,33.28111111,132.1108333,1,-1,23.1,71.5,SIS,2021,False,Summer,6.7,33.4,8.1,1.0,0.08,0.009,1.1,0.01,0.006,0.01,0.005,0.8,0.4,0.0,Normoxic (>4),False,2020
67393,44677,大分県677,4,44,317,677,2022,2022-06-01,2022,7,20,2,50.0,33.28111111,132.1108333,1,-1,20.7,71.9,SIS,2022,False,Summer,6.7,33.69,8.0,0.9,0.08,0.008,1.3,0.01,0.008,0.03,0.004,0.3,0.2,0.0,Normoxic (>4),False,2020
68889,44677,大分県677,4,44,317,677,2023,2023-06-01,2023,7,19,2,50.0,33.28111111,132.1108333,1,-1,20.9,72.5,SIS,2023,False,Summer,6.8,33.42,8.2,0.0,0.14,0.024,1.7,0.01,0.007,0.03,0.01,0.2,0.0,0.0,Normoxic (>4),False,2020
2582,44679,大分県679,4,44,317,679,1981,1981-06-01,1981,8,5,2,50.0,33.05888889,132.1108333,1,-1,,80.0,SIS,1981,False,Summer,6.5,33.57,8.3,0.0,0.08,0.015,0.5,0.007,0.012,0.042,0.009,0.1,0.2,0.0,Normoxic (>4),False,1980
4062,44679,大分県679,4,44,317,679,1982,1982-06-01,1982,7,14,2,50.0,33.05888889,132.1108333,1,-1,20.6,,SIS,1982,False,Summer,6.8,34.14,8.3,0.0,0.08,0.016,0.9,0.003,0.012,0.017,0.008,0.3,0.3,0.0,Normoxic (>4),False,1980
5540,44679,大分県679,4,44,317,679,1983,1983-06-01,1983,8,2,2,50.0,33.05888889,132.1108333,1,-1,22.3,,SIS,1983,False,Summer,6.7,33.6,8.3,0.0,0.15,0.017,1.4,0.0,0.01,0.036,0.0,0.3,0.4,0.0,Normoxic (>4),False,1980
7018,44679,大分県679,4,44,317,679,1984,1984-06-01,1984,7,10,2,50.0,33.05888889,132.1108333,1,-1,19.9,,SIS,1984,False,Summer,6.8,34.22,8.3,0.0,0.1,0.018,1.5,0.005,0.012,0.0,0.011,0.5,0.2,0.0,Normoxic (>4),False,1980
8498,44679,大分県679,4,44,317,679,1985,1985-06-01,1985,7,11,2,50.0,33.05888889,132.1108333,1,-1,18.8,,SIS,1985,False,Summer,6.4,34.09,8.3,0.0,0.09,0.023,1.1,0.0,0.01,0.075,0.017,0.4,0.0,0.0,Normoxic (>4),False,1980
9976,44679,大分県679,4,44,317,679,1986,1986-06-01,1986,7,15,2,50.0,33.05888889,132.1108333,1,-1,20.1,80.0,SIS,1986,False,Summer,6.6,33.67,8.3,0.0,0.17,0.017,1.1,0.0,0.025,0.073,0.008,0.0,0.3,0.0,Normoxic (>4),False,1980
11452,44679,大分県679,4,44,317,679,1987,1987-06-01,1987,7,13,2,50.0,33.05888889,132.1108333,1,-1,20.4,80.0,SIS,1987,False,Summer,6.6,34.23,8.2,0.0,0.14,0.015,1.0,0.007,0.009,0.051,0.011,1.1,0.1,0.0,Normoxic (>4),False,1980
12926,44679,大分県679,4,44,317,679,1988,1988-06-01,1988,7,14,2,50.0,33.05888889,132.1108333,1,-1,20.1,80.0,SIS,1988,False,Summer,6.8,33.71,8.1,0.0,0.14,0.018,1.5,0.005,0.007,0.042,0.007,0.1,0.8,0.0,Normoxic (>4),False,1980
14406,44679,大分県679,4,44,317,679,1989,1989-06-01,1989,7,11,2,50.0,33.05888889,132.1108333,1,-1,19.6,80.0,SIS,1989,False,Summer,6.6,0.0,8.3,0.0,0.08,0.014,1.0,0.0,0.01,0.048,0.0,0.0,1.8,0.0,Normoxic (>4),False,1980
15886,44679,大分県679,4,44,317,679,1990,1990-06-01,1990,7,24,2,50.0,33.05888889,132.1108333,1,-1,21.3,80.0,SIS,1990,False,Summer,6.9,33.72,8.2,0.0,0.16,0.023,1.2,0.007,0.01,0.042,0.01,0.8,0.5,0.0,Normoxic (>4),False,1990
17366,44679,大分県679,4,44,317,679,1991,1991-06-01,1991,7,23,2,50.0,33.05888889,132.1108333,1,-1,20.3,80.0,SIS,1991,False,Summer,6.5,33.82,8.1,0.0,0.2,0.014,1.2,0.0,0.017,0.049,0.005,0.5,0.2,0.0,Normoxic (>4),False,1990
18846,44679,大分県679,4,44,317,679,1992,1992-06-01,1992,7,21,2,50.0,33.05888889,132.1108333,1,-1,20.8,,SIS,1992,False,Summer,6.6,34.42,8.2,0.0,0.16,0.019,1.2,0.0,0.011,0.05,0.011,0.5,0.2,0.0,Normoxic (>4),False,1990
20326,44679,大分県679,4,44,317,679,1993,1993-06-01,1993,7,13,2,50.0,33.05888889,132.1108333,1,-1,18.2,80.0,SIS,1993,False,Summer,6.6,34.0,8.1,0.0,0.16,0.025,1.6,0.0,0.01,0.062,0.016,0.9,0.4,0.0,Normoxic (>4),False,1990
